payment_id, order_id, payment_date              , payment_method, payment_status, payment_amount
       786,      786, 2026-03-31 13:57:40.966583, credit_card   , succeeded     ,         628.18
       787,      787, 2026-03-31 14:06:39.780900, paypal        , succeeded     ,        3349.55
       788,      788, 2026-03-31 13:58:45.049806, credit_card   , cancelled     ,           0.0
       789,      789, 2026-03-31 14:06:42.941692, cash          , succeeded     ,        1648.36
       790,      790, 2026-03-31 13:50:10.656327, credit_card   , succeeded     ,        1810.01
       791,      791, 2026-03-31 13:50:41.642526, paypal        , succeeded     ,         680.24
       792,      792, 2026-03-31 14:02:35.862207, debit_card    , succeeded     ,        2533.89
       793,      793, 2026-03-31 13:54:40.094187, paypal        , succeeded     ,         503.4
       794,      794, 2026-03-31 13:56:55.010862, credit_card   , succeeded     ,        1450.25
       795,      795, 2026-03-31 13:53:20.987948, debit_card    , succeeded     ,        2556.19
       796,      796, 2026-03-31 13:57:54.549737, cash          , succeeded     ,        1104.7
       797,      797, 2026-03-31 13:57:07.140886, debit_card    , succeeded     ,         936.96
       798,      798, 2026-03-31 13:50:07.051131, cash          , cancelled     ,           0.0
       799,      799, 2026-03-31 14:01:18.044571, paypal        , succeeded     ,        1318.4
       800,      800, 2026-03-31 14:02:17.715032, paypal        , succeeded     ,        3309.4
       801,      801, 2026-03-31 13:55:39.648013, paypal        , succeeded     ,         867.28
       802,      802, 2026-03-31 14:02:13.634032, cash          , succeeded     ,         475.68
       803,      803, 2026-03-31 14:04:12.234997, credit_card   , failed        ,           0.0
       804,      804, 2026-03-31 13:55:56.408274, paypal        , succeeded     ,         781.37
       805,      805, 2026-03-31 13:48:59.596350, paypal        , pending       ,        1041.12
       806,      806, 2026-03-31 13:50:51.857334, debit_card    , succeeded     ,         971.09
       807,      807, 2026-03-31 14:05:18.507934, paypal        , succeeded     ,        1088.4
       808,      808, 2026-03-31 13:54:41.279191, credit_card   , succeeded     ,         338.28
       809,      809, 2026-03-31 14:02:16.570110, paypal        , succeeded     ,        1033.97
       810,      810, 2026-03-31 13:57:31.539976, cash          , succeeded     ,         523.65
       811,      811, 2026-03-31 13:50:01.696145, debit_card    , succeeded     ,        1316.1
       812,      812, 2026-03-31 13:58:40.302824, cash          , succeeded     ,        1899.95
       813,      813, 2026-03-31 13:53:09.677098, credit_card   , succeeded     ,        1908.43
       814,      814, 2026-03-31 14:05:54.019898, debit_card    , succeeded     ,        2566.66
       815,      815, 2026-03-31 13:51:19.476221, paypal        , succeeded     ,         958.4
       816,      816, 2026-03-31 14:03:34.060825, paypal        , succeeded     ,          99.88
       817,      817, 2026-03-31 14:03:56.887536, debit_card    , pending       ,         859.26
       818,      818, 2026-03-31 13:51:52.236223, credit_card   , failed        ,           0.0
       819,      819, 2026-03-31 13:49:07.511418, debit_card    , succeeded     ,        1106.11
       820,      820, 2026-03-31 13:50:36.556331, cash          , pending       ,        2264.7
       821,      821, 2026-03-31 13:54:05.676226, debit_card    , failed        ,           0.0
       822,      822, 2026-03-31 13:58:25.426140, paypal        , succeeded     ,        2779.43
       823,      823, 2026-03-31 13:55:50.117462, debit_card    , succeeded     ,         423.7
       824,      824, 2026-03-31 13:50:11.792124, paypal        , succeeded     ,        4522.02
       825,      825, 2026-03-31 14:02:32.676171, paypal        , succeeded     ,        1703.33
       826,      826, 2026-03-31 14:00:59.573793, credit_card   , succeeded     ,        2010.8
       827,      827, 2026-03-31 13:51:33.776196, cash          , succeeded     ,         133.63
       828,      828, 2026-03-31 13:55:14.733949, cash          , succeeded     ,         173.73
       829,      829, 2026-03-31 13:52:42.006228, cash          , succeeded     ,        2549.0
       830,      830, 2026-03-31 13:49:25.200433, debit_card    , succeeded     ,        1683.15
       831,      831, 2026-03-31 14:00:57.047661, paypal        , succeeded     ,        1865.28
       832,      832, 2026-03-31 13:52:41.459820, cash          , succeeded     ,        1475.79
       833,      833, 2026-03-31 14:01:20.481753, debit_card    , succeeded     ,        1170.0
       834,      834, 2026-03-31 14:03:51.421232, debit_card    , succeeded     ,         221.28
       835,      835, 2026-03-31 14:03:24.432772, paypal        , succeeded     ,        1407.79
       836,      836, 2026-03-31 14:00:20.293164, paypal        , succeeded     ,        2404.19
       837,      837, 2026-03-31 14:01:41.723268, debit_card    , succeeded     ,         228.13
       838,      838, 2026-03-31 14:04:56.770670, cash          , succeeded     ,        1492.26
       839,      839, 2026-03-31 13:55:49.867860, cash          , succeeded     ,        1332.73
       840,      840, 2026-03-31 13:54:20.990191, debit_card    , succeeded     ,        1093.38
       841,      841, 2026-03-31 13:49:44.608477, cash          , succeeded     ,         363.44
       842,      842, 2026-03-31 13:48:53.038991, cash          , succeeded     ,          82.36
       843,      843, 2026-03-31 14:02:42.202471, debit_card    , succeeded     ,        2001.37
       844,      844, 2026-03-31 14:02:36.483377, cash          , succeeded     ,        1136.91
       845,      845, 2026-03-31 14:05:31.126196, credit_card   , succeeded     ,        2361.66
       846,      846, 2026-03-31 13:55:32.616280, credit_card   , succeeded     ,        2690.2
       847,      847, 2026-03-31 13:53:05.623549, cash          , succeeded     ,         935.05
       848,      848, 2026-03-31 13:50:26.697345, credit_card   , succeeded     ,         227.99
       849,      849, 2026-03-31 13:56:23.417349, paypal        , failed        ,           0.0
       850,      850, 2026-03-31 14:06:36.433875, debit_card    , succeeded     ,         706.16
       851,      851, 2026-03-31 13:54:52.085974, paypal        , succeeded     ,         890.98
       852,      852, 2026-03-31 13:52:15.523965, paypal        , succeeded     ,         335.16
       853,      853, 2026-03-31 14:00:50.465412, paypal        , succeeded     ,         228.31
       854,      854, 2026-03-31 13:52:46.213280, debit_card    , succeeded     ,        2293.86
       855,      855, 2026-03-31 14:04:40.868942, paypal        , cancelled     ,           0.0
       856,      856, 2026-03-31 14:03:08.678098, credit_card   , succeeded     ,        1697.98
       857,      857, 2026-03-31 14:03:44.886720, cash          , succeeded     ,         331.88
       858,      858, 2026-03-31 13:51:49.313519, paypal        , succeeded     ,         921.31
       859,      859, 2026-03-31 13:51:48.411036, debit_card    , succeeded     ,        1653.13
       860,      860, 2026-03-31 13:56:16.934411, paypal        , succeeded     ,        1356.9
       861,      861, 2026-03-31 13:50:44.298535, cash          , succeeded     ,        2056.39
       862,      862, 2026-03-31 13:54:41.312783, debit_card    , succeeded     ,        3422.13
       863,      863, 2026-03-31 13:58:55.018447, credit_card   , succeeded     ,        1439.24
       864,      864, 2026-03-31 13:52:12.711339, debit_card    , cancelled     ,           0.0
       865,      865, 2026-03-31 13:52:31.688861, paypal        , succeeded     ,        2033.89
       866,      866, 2026-03-31 13:58:33.038866, paypal        , succeeded     ,        1844.24
       867,      867, 2026-03-31 14:05:42.037086, paypal        , succeeded     ,        2517.91
       868,      868, 2026-03-31 13:50:58.468278, cash          , failed        ,           0.0
       869,      869, 2026-03-31 13:52:38.882386, debit_card    , succeeded     ,        2605.73
       870,      870, 2026-03-31 13:55:13.102432, paypal        , succeeded     ,         253.47
       871,      871, 2026-03-31 13:51:55.511282, credit_card   , failed        ,           0.0
       872,      872, 2026-03-31 13:56:02.310649, paypal        , succeeded     ,         215.49
       873,      873, 2026-03-31 13:54:29.539439, credit_card   , succeeded     ,        3406.43
       874,      874, 2026-03-31 13:55:48.321592, paypal        , succeeded     ,         490.96
       875,      875, 2026-03-31 13:57:03.478006, debit_card    , succeeded     ,         614.74
       876,      876, 2026-03-31 13:49:59.297587, credit_card   , succeeded     ,        1775.64
       877,      877, 2026-03-31 14:03:28.291683, paypal        , succeeded     ,         119.34
       878,      878, 2026-03-31 14:00:29.940595, paypal        , succeeded     ,         785.67
       879,      879, 2026-03-31 13:55:26.498358, credit_card   , failed        ,           0.0
       880,      880, 2026-03-31 13:50:00.717770, cash          , succeeded     ,        1186.32
       881,      881, 2026-03-31 13:52:44.045724, cash          , cancelled     ,           0.0
       882,      882, 2026-03-31 13:54:13.656989, debit_card    , succeeded     ,        2037.59
       883,      883, 2026-03-31 13:59:34.778624, paypal        , succeeded     ,        1610.22
       884,      884, 2026-03-31 14:06:29.750692, debit_card    , succeeded     ,        2999.07
       885,      885, 2026-03-31 13:50:37.958677, paypal        , succeeded     ,        1677.9
       886,      886, 2026-03-31 13:58:27.076053, cash          , succeeded     ,        1460.62
       887,      887, 2026-03-31 14:06:37.773791, paypal        , succeeded     ,        1937.35
       888,      888, 2026-03-31 14:04:06.502236, credit_card   , succeeded     ,         576.64
       889,      889, 2026-03-31 13:51:53.175839, credit_card   , cancelled     ,           0.0
       890,      890, 2026-03-31 14:06:03.757481, paypal        , succeeded     ,         835.78
       891,      891, 2026-03-31 13:59:35.856517, debit_card    , succeeded     ,         249.57
       892,      892, 2026-03-31 14:06:27.929167, cash          , succeeded     ,        1237.01
       893,      893, 2026-03-31 14:01:20.020595, cash          , succeeded     ,        2492.86
       894,      894, 2026-03-31 14:01:00.132564, credit_card   , succeeded     ,        1601.0
       895,      895, 2026-03-31 14:06:18.156201, debit_card    , succeeded     ,         209.72
       896,      896, 2026-03-31 14:01:17.218404, paypal        , failed        ,           0.0
       897,      897, 2026-03-31 13:54:46.610271, cash          , succeeded     ,        1481.52
       898,      898, 2026-03-31 14:00:14.181728, cash          , succeeded     ,         273.48
       899,      899, 2026-03-31 14:04:42.684395, cash          , succeeded     ,         744.93
       900,      900, 2026-03-31 13:54:31.404333, debit_card    , succeeded     ,         105.3
       901,      901, 2026-03-31 14:04:07.678550, credit_card   , succeeded     ,        1006.82
       902,      902, 2026-03-31 13:57:28.700809, cash          , succeeded     ,         623.84
       903,      903, 2026-03-31 13:54:49.913635, cash          , succeeded     ,        2757.76
       904,      904, 2026-03-31 13:59:45.215988, cash          , succeeded     ,        2866.53
       905,      905, 2026-03-31 13:59:19.839868, paypal        , succeeded     ,         230.64
       906,      906, 2026-03-31 13:55:40.961112, credit_card   , pending       ,        1076.95
       907,      907, 2026-03-31 14:00:19.839311, credit_card   , succeeded     ,        1780.03
       908,      908, 2026-03-31 13:52:59.019516, cash          , succeeded     ,        3841.77
       909,      909, 2026-03-31 13:59:22.466031, paypal        , succeeded     ,         645.48
       910,      910, 2026-03-31 14:06:35.451334, credit_card   , succeeded     ,         313.98
       911,      911, 2026-03-31 13:52:59.214377, paypal        , succeeded     ,        2532.53
       912,      912, 2026-03-31 13:59:53.656569, credit_card   , succeeded     ,        1013.88
       913,      913, 2026-03-31 14:04:56.521780, cash          , succeeded     ,         804.58
       914,      914, 2026-03-31 13:54:21.556519, debit_card    , succeeded     ,        3113.81
       915,      915, 2026-03-31 14:02:04.946347, debit_card    , succeeded     ,         316.37
       916,      916, 2026-03-31 14:02:25.825403, paypal        , succeeded     ,        1427.33
       917,      917, 2026-03-31 13:59:57.347527, credit_card   , cancelled     ,           0.0
       918,      918, 2026-03-31 13:49:52.716858, paypal        , succeeded     ,        1658.11
       919,      919, 2026-03-31 13:55:32.485519, credit_card   , succeeded     ,         279.24
       920,      920, 2026-03-31 13:54:08.343909, paypal        , succeeded     ,        2073.54
       921,      921, 2026-03-31 13:51:31.804232, credit_card   , succeeded     ,         961.09
       922,      922, 2026-03-31 13:52:28.736156, credit_card   , succeeded     ,        2682.88
       923,      923, 2026-03-31 13:49:28.939253, cash          , succeeded     ,        2397.94
       924,      924, 2026-03-31 14:05:25.281871, credit_card   , succeeded     ,        2856.57
       925,      925, 2026-03-31 13:59:33.921204, debit_card    , succeeded     ,        2240.34
       926,      926, 2026-03-31 14:05:49.546617, debit_card    , failed        ,           0.0
       927,      927, 2026-03-31 14:02:06.396087, credit_card   , succeeded     ,         975.97
       928,      928, 2026-03-31 13:54:42.985040, debit_card    , succeeded     ,        2882.84
       929,      929, 2026-03-31 13:53:48.376559, paypal        , succeeded     ,        2371.35
       930,      930, 2026-03-31 14:00:23.090237, credit_card   , succeeded     ,        1229.08
       931,      931, 2026-03-31 14:02:29.333393, debit_card    , succeeded     ,        2123.96
       932,      932, 2026-03-31 13:58:10.542688, credit_card   , succeeded     ,         326.82
       933,      933, 2026-03-31 14:06:23.772905, debit_card    , pending       ,          27.18
       934,      934, 2026-03-31 14:00:27.890139, paypal        , succeeded     ,        1910.83
       935,      935, 2026-03-31 13:53:59.531513, credit_card   , pending       ,         288.08
       936,      936, 2026-03-31 13:49:13.588799, credit_card   , succeeded     ,         839.31
       937,      937, 2026-03-31 14:04:02.689633, paypal        , succeeded     ,          78.36
       938,      938, 2026-03-31 13:54:45.771894, cash          , succeeded     ,        1881.16
       939,      939, 2026-03-31 13:53:09.628902, paypal        , succeeded     ,         742.17
       940,      940, 2026-03-31 13:58:30.456692, debit_card    , failed        ,           0.0
       941,      941, 2026-03-31 14:05:07.162622, credit_card   , succeeded     ,         509.99
       942,      942, 2026-03-31 14:00:46.206501, paypal        , succeeded     ,        2313.57
       943,      943, 2026-03-31 13:53:16.205094, paypal        , succeeded     ,         881.53
       944,      944, 2026-03-31 14:01:10.337826, paypal        , succeeded     ,        1599.79
       945,      945, 2026-03-31 14:01:45.062397, debit_card    , succeeded     ,        1832.73
       946,      946, 2026-03-31 13:59:44.708253, debit_card    , succeeded     ,         785.66
       947,      947, 2026-03-31 13:55:40.004794, cash          , succeeded     ,         536.85
       948,      948, 2026-03-31 13:54:35.367950, debit_card    , succeeded     ,        2949.94
       949,      949, 2026-03-31 13:56:45.749761, credit_card   , succeeded     ,         731.01
       950,      950, 2026-03-31 13:48:54.526073, paypal        , succeeded     ,         486.04
       951,      951, 2026-03-31 14:04:27.456079, cash          , succeeded     ,        3491.4
       952,      952, 2026-03-31 13:50:03.583714, paypal        , succeeded     ,          12.46
       953,      953, 2026-03-31 13:52:15.862683, cash          , succeeded     ,         122.72
       954,      954, 2026-03-31 14:00:13.116316, paypal        , succeeded     ,        1919.77
       955,      955, 2026-03-31 13:51:20.854572, paypal        , succeeded     ,         900.82
       956,      956, 2026-03-31 13:52:28.557614, paypal        , failed        ,           0.0
       957,      957, 2026-03-31 13:50:27.100144, paypal        , succeeded     ,         436.58
       958,      958, 2026-03-31 13:59:28.041103, debit_card    , succeeded     ,         235.66
       959,      959, 2026-03-31 14:03:45.718549, debit_card    , failed        ,           0.0
       960,      960, 2026-03-31 14:05:34.357705, debit_card    , succeeded     ,        2155.23
       961,      961, 2026-03-31 13:53:03.214938, debit_card    , succeeded     ,         622.18
       962,      962, 2026-03-31 13:50:12.417675, debit_card    , succeeded     ,        2114.71
       963,      963, 2026-03-31 14:01:50.988233, paypal        , succeeded     ,         507.75
       964,      964, 2026-03-31 13:54:24.380008, cash          , succeeded     ,         721.6
       965,      965, 2026-03-31 14:01:47.407667, paypal        , succeeded     ,        1034.33
       966,      966, 2026-03-31 13:53:12.518955, credit_card   , succeeded     ,        2511.03
       967,      967, 2026-03-31 13:51:58.550345, credit_card   , succeeded     ,        1820.66
       968,      968, 2026-03-31 13:53:16.886985, debit_card    , succeeded     ,        2108.51
       969,      969, 2026-03-31 13:53:56.181121, paypal        , succeeded     ,         734.08
       970,      970, 2026-03-31 13:56:52.132888, debit_card    , succeeded     ,         654.0
       971,      971, 2026-03-31 14:00:14.452074, credit_card   , succeeded     ,         988.47
       972,      972, 2026-03-31 13:53:41.609648, debit_card    , succeeded     ,        2366.42
       973,      973, 2026-03-31 14:02:51.792039, paypal        , succeeded     ,         765.46
       974,      974, 2026-03-31 13:50:14.417250, credit_card   , succeeded     ,         595.27
       975,      975, 2026-03-31 14:06:18.359617, debit_card    , succeeded     ,        1048.02
       976,      976, 2026-03-31 13:55:58.104031, credit_card   , succeeded     ,         412.09
       977,      977, 2026-03-31 13:51:49.187321, credit_card   , succeeded     ,         605.7
       978,      978, 2026-03-31 13:56:44.686157, cash          , succeeded     ,         572.85
       979,      979, 2026-03-31 13:57:53.715959, credit_card   , succeeded     ,         966.5
       980,      980, 2026-03-31 14:02:01.722353, cash          , succeeded     ,        1050.54
       981,      981, 2026-03-31 14:02:29.150422, paypal        , succeeded     ,         558.66
       982,      982, 2026-03-31 14:03:33.172112, credit_card   , failed        ,           0.0
       983,      983, 2026-03-31 14:03:05.043289, paypal        , failed        ,           0.0
       984,      984, 2026-03-31 13:49:09.395963, debit_card    , succeeded     ,        1742.12
       985,      985, 2026-03-31 13:55:39.932857, paypal        , succeeded     ,        1340.13
       986,      986, 2026-03-31 14:04:10.365587, credit_card   , succeeded     ,        2011.12
       987,      987, 2026-03-31 14:02:27.566988, cash          , failed        ,           0.0
       988,      988, 2026-03-31 14:05:23.255099, debit_card    , succeeded     ,        1761.65
       989,      989, 2026-03-31 13:59:30.798031, paypal        , pending       ,         670.27
       990,      990, 2026-03-31 13:51:33.022606, credit_card   , failed        ,           0.0
       991,      991, 2026-03-31 14:01:52.780094, cash          , succeeded     ,         511.34
       992,      992, 2026-03-31 13:53:25.875060, credit_card   , succeeded     ,         427.95
       993,      993, 2026-03-31 13:57:08.743334, debit_card    , succeeded     ,         624.12
       994,      994, 2026-03-31 13:56:57.891354, credit_card   , succeeded     ,         222.34
       995,      995, 2026-03-31 13:55:33.158636, debit_card    , succeeded     ,        1185.42
       996,      996, 2026-03-31 13:59:42.507385, cash          , pending       ,         773.65
       997,      997, 2026-03-31 13:50:05.694822, credit_card   , succeeded     ,        1359.63
       998,      998, 2026-03-31 13:51:15.588857, cash          , succeeded     ,         755.94
       999,      999, 2026-03-31 13:57:14.799160, debit_card    , pending       ,        1358.77
      1000,     1000, 2026-03-31 13:51:35.102412, debit_card    , succeeded     ,        1988.29
      1001,     1001, 2026-03-31 13:52:12.795880, credit_card   , succeeded     ,         169.07
      1002,     1002, 2026-03-31 13:49:01.861014, cash          , succeeded     ,        1103.91
      1003,     1003, 2026-03-31 13:57:48.755793, cash          , succeeded     ,         677.88
      1004,     1004, 2026-03-31 14:01:51.373006, credit_card   , failed        ,           0.0
      1005,     1005, 2026-03-31 13:57:38.770015, credit_card   , failed        ,           0.0
      1006,     1006, 2026-03-31 14:05:27.746357, debit_card    , succeeded     ,         706.47
      1007,     1007, 2026-03-31 14:05:43.507784, debit_card    , succeeded     ,         350.56
      1008,     1008, 2026-03-31 14:06:16.132048, debit_card    , succeeded     ,         639.44
      1009,     1009, 2026-03-31 13:55:30.996490, cash          , succeeded     ,        1369.69
      1010,     1010, 2026-03-31 13:57:36.715204, cash          , succeeded     ,        1488.46
      1011,     1011, 2026-03-31 14:00:20.332620, credit_card   , succeeded     ,        3516.83
      1012,     1012, 2026-03-31 13:59:23.373726, debit_card    , succeeded     ,         469.86
      1013,     1013, 2026-03-31 13:56:09.490592, paypal        , succeeded     ,        1636.91
      1014,     1014, 2026-03-31 13:49:29.933049, cash          , succeeded     ,        1760.43
      1015,     1015, 2026-03-31 14:05:23.331508, paypal        , succeeded     ,        1403.0
      1016,     1016, 2026-03-31 13:55:43.612092, debit_card    , succeeded     ,         643.54
      1017,     1017, 2026-03-31 13:58:58.857279, paypal        , succeeded     ,        1072.92
      1018,     1018, 2026-03-31 13:52:17.766456, cash          , succeeded     ,         303.65
      1019,     1019, 2026-03-31 13:56:39.201781, paypal        , succeeded     ,        2739.76
      1020,     1020, 2026-03-31 13:53:23.679090, paypal        , succeeded     ,         229.04
      1021,     1021, 2026-03-31 14:05:14.132875, credit_card   , failed        ,           0.0
      1022,     1022, 2026-03-31 14:01:48.024917, debit_card    , succeeded     ,          45.31
      1023,     1023, 2026-03-31 13:57:58.377033, paypal        , succeeded     ,         655.84
      1024,     1024, 2026-03-31 13:57:35.711591, paypal        , succeeded     ,        1708.94
      1025,     1025, 2026-03-31 14:01:11.568547, cash          , succeeded     ,        1018.04
      1026,     1026, 2026-03-31 14:01:20.171845, debit_card    , succeeded     ,         347.36
      1027,     1027, 2026-03-31 14:00:30.978842, cash          , succeeded     ,        1980.9
      1028,     1028, 2026-03-31 14:05:28.640257, debit_card    , succeeded     ,         894.04
      1029,     1029, 2026-03-31 14:02:02.517342, cash          , succeeded     ,         644.96
      1030,     1030, 2026-03-31 13:53:09.741099, debit_card    , succeeded     ,        2345.84
      1031,     1031, 2026-03-31 13:49:25.268178, credit_card   , failed        ,           0.0
      1032,     1032, 2026-03-31 14:03:26.176523, debit_card    , succeeded     ,        1476.81
      1033,     1033, 2026-03-31 14:00:09.428931, debit_card    , succeeded     ,         320.44
      1034,     1034, 2026-03-31 14:00:58.539647, paypal        , succeeded     ,         775.58
      1035,     1035, 2026-03-31 14:01:21.269136, debit_card    , succeeded     ,        1190.19
      1036,     1036, 2026-03-31 14:00:24.960220, debit_card    , failed        ,           0.0
      1037,     1037, 2026-03-31 13:53:30.237154, credit_card   , succeeded     ,        1140.69
      1038,     1038, 2026-03-31 13:56:59.908432, cash          , succeeded     ,        3781.2
      1039,     1039, 2026-03-31 14:01:03.551803, paypal        , succeeded     ,        1386.11
      1040,     1040, 2026-03-31 13:53:22.631077, credit_card   , succeeded     ,         520.98
      1041,     1041, 2026-03-31 13:59:38.321273, paypal        , succeeded     ,          70.14
      1042,     1042, 2026-03-31 14:05:55.920505, credit_card   , cancelled     ,           0.0
      1043,     1043, 2026-03-31 14:03:56.837172, credit_card   , succeeded     ,         820.06
      1044,     1044, 2026-03-31 13:49:01.324378, credit_card   , succeeded     ,        1368.09
      1045,     1045, 2026-03-31 14:02:40.649960, debit_card    , succeeded     ,        1621.7
      1046,     1046, 2026-03-31 14:00:23.949182, paypal        , succeeded     ,        1247.38
      1047,     1047, 2026-03-31 14:05:18.233481, cash          , succeeded     ,         259.25
      1048,     1048, 2026-03-31 13:55:57.480275, debit_card    , succeeded     ,         329.08
      1049,     1049, 2026-03-31 13:59:21.053263, cash          , succeeded     ,         405.45
      1050,     1050, 2026-03-31 14:05:01.075302, debit_card    , succeeded     ,        2046.51
      1051,     1051, 2026-03-31 13:58:08.020007, paypal        , succeeded     ,        1360.16
      1052,     1052, 2026-03-31 13:52:11.929112, debit_card    , succeeded     ,         781.27
      1053,     1053, 2026-03-31 13:56:24.780449, credit_card   , succeeded     ,         445.29
      1054,     1054, 2026-03-31 14:03:44.129530, cash          , failed        ,           0.0
      1055,     1055, 2026-03-31 13:53:21.100934, debit_card    , cancelled     ,           0.0
      1056,     1056, 2026-03-31 13:54:14.397131, debit_card    , succeeded     ,        2017.27
      1057,     1057, 2026-03-31 14:06:13.098105, debit_card    , succeeded     ,        1361.07
      1058,     1058, 2026-03-31 14:00:39.164945, cash          , pending       ,        1987.38
      1059,     1059, 2026-03-31 13:55:41.411699, cash          , succeeded     ,         408.78
      1060,     1060, 2026-03-31 13:54:20.617176, paypal        , succeeded     ,        1850.55
      1061,     1061, 2026-03-31 13:56:12.537712, debit_card    , succeeded     ,         895.38
      1062,     1062, 2026-03-31 14:04:34.512508, paypal        , succeeded     ,        1229.84
      1063,     1063, 2026-03-31 14:01:53.864246, debit_card    , failed        ,           0.0
      1064,     1064, 2026-03-31 13:50:23.983315, paypal        , succeeded     ,         999.3
      1065,     1065, 2026-03-31 14:00:15.074669, cash          , succeeded     ,        1389.47
      1066,     1066, 2026-03-31 14:02:46.826404, cash          , succeeded     ,        1375.83
      1067,     1067, 2026-03-31 13:54:59.944237, debit_card    , succeeded     ,        1668.2
      1068,     1068, 2026-03-31 13:51:22.130560, paypal        , failed        ,           0.0
      1069,     1069, 2026-03-31 14:02:16.628478, paypal        , succeeded     ,         629.01
      1070,     1070, 2026-03-31 14:05:32.418215, paypal        , succeeded     ,         365.26
      1071,     1071, 2026-03-31 13:55:57.807837, debit_card    , succeeded     ,        1836.28
      1072,     1072, 2026-03-31 13:54:20.748370, credit_card   , succeeded     ,        2218.03
      1073,     1073, 2026-03-31 14:06:33.987533, credit_card   , succeeded     ,        1858.38
      1074,     1074, 2026-03-31 14:03:29.700528, credit_card   , pending       ,        1443.62
      1075,     1075, 2026-03-31 13:48:49.704864, paypal        , succeeded     ,        2372.0
      1076,     1076, 2026-03-31 13:50:03.428815, paypal        , succeeded     ,        1676.87
      1077,     1077, 2026-03-31 14:01:20.022044, paypal        , succeeded     ,        2390.28
      1078,     1078, 2026-03-31 13:58:14.958948, paypal        , succeeded     ,        1028.38
      1079,     1079, 2026-03-31 14:00:34.882887, paypal        , succeeded     ,         689.1
      1080,     1080, 2026-03-31 14:01:59.685615, debit_card    , cancelled     ,           0.0
      1081,     1081, 2026-03-31 13:51:52.284997, credit_card   , succeeded     ,         183.42
      1082,     1082, 2026-03-31 13:55:32.623500, cash          , succeeded     ,        1411.37
      1083,     1083, 2026-03-31 14:01:28.370972, paypal        , succeeded     ,        1012.56
      1084,     1084, 2026-03-31 13:52:21.862171, credit_card   , succeeded     ,        1893.09
      1085,     1085, 2026-03-31 13:52:04.543078, paypal        , succeeded     ,         736.29
      1086,     1086, 2026-03-31 14:05:52.361976, credit_card   , succeeded     ,        1670.64
      1087,     1087, 2026-03-31 13:56:54.713647, cash          , succeeded     ,        1569.47
      1088,     1088, 2026-03-31 14:03:27.520091, debit_card    , pending       ,         370.28
      1089,     1089, 2026-03-31 13:52:08.489085, debit_card    , succeeded     ,         286.8
      1090,     1090, 2026-03-31 13:49:51.700630, debit_card    , succeeded     ,        1341.74
      1091,     1091, 2026-03-31 13:52:05.347751, credit_card   , succeeded     ,         618.9
      1092,     1092, 2026-03-31 14:02:27.897860, cash          , cancelled     ,           0.0
      1093,     1093, 2026-03-31 13:53:28.100070, paypal        , succeeded     ,        1417.68
      1094,     1094, 2026-03-31 14:05:02.455152, credit_card   , succeeded     ,        3506.47
      1095,     1095, 2026-03-31 13:56:09.495794, debit_card    , succeeded     ,         326.16
      1096,     1096, 2026-03-31 14:00:04.984370, paypal        , succeeded     ,        3068.5
      1097,     1097, 2026-03-31 14:00:02.375172, paypal        , succeeded     ,         639.38
      1098,     1098, 2026-03-31 14:04:25.830951, debit_card    , succeeded     ,        2357.85
      1099,     1099, 2026-03-31 13:51:47.416223, credit_card   , succeeded     ,         978.12
      1100,     1100, 2026-03-31 13:54:04.575632, credit_card   , succeeded     ,         273.93
      1101,     1101, 2026-03-31 13:55:35.946821, debit_card    , pending       ,        1104.48
      1102,     1102, 2026-03-31 13:53:46.903179, paypal        , pending       ,        1973.82
      1103,     1103, 2026-03-31 13:54:57.524071, credit_card   , succeeded     ,         897.38
      1104,     1104, 2026-03-31 13:59:20.498112, credit_card   , succeeded     ,         902.28
      1105,     1105, 2026-03-31 13:57:24.128888, debit_card    , succeeded     ,         748.71
      1106,     1106, 2026-03-31 14:00:54.628960, cash          , succeeded     ,        1129.16
      1107,     1107, 2026-03-31 13:50:36.873873, debit_card    , succeeded     ,        1886.74
      1108,     1108, 2026-03-31 13:49:53.940984, credit_card   , succeeded     ,        1796.07
      1109,     1109, 2026-03-31 14:02:19.942592, credit_card   , succeeded     ,        1398.16
      1110,     1110, 2026-03-31 13:48:55.804791, debit_card    , succeeded     ,        2154.91
      1111,     1111, 2026-03-31 13:59:17.041085, cash          , succeeded     ,        1857.91
      1112,     1112, 2026-03-31 14:06:34.628341, debit_card    , succeeded     ,        2471.42
      1113,     1113, 2026-03-31 13:50:32.589199, paypal        , succeeded     ,        1134.17
      1114,     1114, 2026-03-31 13:58:12.121308, cash          , succeeded     ,        1557.86
      1115,     1115, 2026-03-31 13:48:55.842914, paypal        , succeeded     ,        1120.35
      1116,     1116, 2026-03-31 13:59:39.223662, paypal        , succeeded     ,        3068.91
      1117,     1117, 2026-03-31 14:06:33.848590, credit_card   , succeeded     ,        1914.06
      1118,     1118, 2026-03-31 14:02:30.273088, debit_card    , succeeded     ,        1551.56
      1119,     1119, 2026-03-31 14:05:34.698651, cash          , succeeded     ,        1339.73
      1120,     1120, 2026-03-31 13:57:19.090326, debit_card    , succeeded     ,         714.05
      1121,     1121, 2026-03-31 13:54:51.992366, cash          , succeeded     ,        1607.82
      1122,     1122, 2026-03-31 13:56:31.809911, credit_card   , succeeded     ,         437.27
      1123,     1123, 2026-03-31 13:55:28.447932, credit_card   , succeeded     ,        1291.88
